,DIDP Add,DIDP Del,CP Interval Add,CP Interval Del,CP Rank Add,CP Rank Del,MIP Add,MIP Del,Time (s)
0,1.0,1.0,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.0
1,0.9772930002812686,1.0,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.000177565
2,0.9523704278964001,1.0,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.000288417
3,0.9306955628392678,1.0,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.00030017
4,0.9115861924971611,1.0,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.000327895
5,0.8917390933858266,1.0,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.000359726
6,0.890385738232365,1.0,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.00036467
7,0.8722861120967235,1.0,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.000386658
8,0.8507358201266921,1.0,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.000447851
9,0.8303103610794457,1.0,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.000487586
10,0.8115014842175763,1.0,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.000512017
11,0.8115014842175763,0.9782135939132396,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.000531043
12,0.7911574332508465,0.9782135939132396,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.000545082
13,0.7882789033486228,0.9782135939132396,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.000575604
14,0.7875639741804691,0.9782135939132396,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.000798262
15,0.7875639741804691,0.9743589743589743,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.000806308
16,0.7847464315791388,0.9743589743589743,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.000840645
17,0.7839014815334898,0.9743589743589743,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.000856101
18,0.765817965608285,0.9743589743589743,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.001017059
19,0.7450776967372309,0.9743589743589743,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.001062942
20,0.7428394322394606,0.9743589743589743,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.001105562
21,0.7246540230755655,0.9743589743589743,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.001207214
22,0.7238730549231005,0.9743589743589743,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.001448698
23,0.7035512637349957,0.9743589743589743,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.001456099
24,0.7019705929661629,0.9743589743589743,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.001525065
25,0.6834534157338559,0.9743589743589743,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.001547233
26,0.6634747368397572,0.9743589743589743,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.001649541
27,0.6450912342672106,0.9743589743589743,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.001670967
28,0.6228841301271666,0.9743589743589743,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.001674772
29,0.6220036669818435,0.9743589743589743,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.00201377
30,0.6050809979944595,0.9743589743589743,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.002100879
31,0.5868104106495451,0.9743589743589743,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.002104662
32,0.5692880941918025,0.9743589743589743,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.002112339
33,0.5489697633578878,0.9743589743589743,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.002211729
34,0.529439632293826,0.9743589743589743,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.002212459
35,0.5278393811931134,0.9743589743589743,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.002218792
36,0.5262262907080213,0.9743589743589743,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.002366785
37,0.522916525189492,0.9743589743589743,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.002689686
38,0.5042493032974676,0.9743589743589743,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.002755342
39,0.48311576556862307,0.9743589743589743,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.002934291
40,0.47992075015854124,0.9743589743589743,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.00293887
41,0.46036238853397066,0.9743589743589743,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.003179909
42,0.4592608078637099,0.9743589743589743,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.003588911
43,0.4588476021932239,0.9743589743589743,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.003782697
44,0.4583251468355374,0.9743589743589743,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.003910984
45,0.4569621878701832,0.9743589743589743,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.004196205
46,0.45671649338054965,0.9743589743589743,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.004286792
47,0.4363250749264557,0.9743589743589743,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.004391244
48,0.43283468433103706,0.9743589743589743,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.004622951
49,0.4130393082631297,0.9743589743589743,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.004881653
50,0.39473465940891034,0.9743589743589743,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.004883986
51,0.3714016453871648,0.9743589743589743,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.00508241
52,0.37049332096512255,0.9743589743589743,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.005122048
53,0.36824109947075584,0.9743589743589743,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.005181027
54,0.3492922009748596,0.9743589743589743,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.005377288
55,0.34749803608519925,0.9743589743589743,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.005488602
56,0.32808332416635655,0.9743589743589743,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.005531147
57,0.3275134091802735,0.9743589743589743,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.005615792
58,0.3267949559241164,0.9743589743589743,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.005811841
59,0.32361325486208325,0.9743589743589743,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.005857098
60,0.30163086449210386,0.9743589743589743,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.005953897
61,0.30141048550738686,0.9743589743589743,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.006073657
62,0.2994729114579462,0.9743589743589743,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.006116002
63,0.2975896591713335,0.9743589743589743,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.006566105
64,0.2967540763759685,0.9743589743589743,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.006711194
65,0.2761548011496345,0.9743589743589743,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.006992789
66,0.27443707453434213,0.9743589743589743,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.007341026
67,0.2729179073762627,0.9743589743589743,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.007341144
68,0.2717865508706,0.9743589743589743,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.007575268
69,0.2712663501570853,0.9743589743589743,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.008694458
70,0.2514064776675715,0.9743589743589743,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.008701728
71,0.23135268204211284,0.9743589743589743,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.008812777
72,0.23002533307643666,0.9743589743589743,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.009363802
73,0.22728782412755094,0.9743589743589743,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.009423424
74,0.20662913277338815,0.9743589743589743,1.0,1.0,0.9798131782129588,1.0,0.9487179484574637,0.9765770425290929,0.009491639
75,0.20662913277338815,0.9743589743589743,1.0,1.0,0.9638472849339107,0.9803110913234121,0.9487179484574637,0.9765770425290929,0.01
76,0.20630473215680964,0.9743589743589743,1.0,1.0,0.9638472849339107,0.9803110913234121,0.9487179484574637,0.9765770425290929,0.010142348
77,0.20426664471969058,0.9743589743589743,1.0,1.0,0.9638472849339107,0.9803110913234121,0.9487179484574637,0.9765770425290929,0.010349576
78,0.20329900347271596,0.9743589743589743,1.0,1.0,0.9638472849339107,0.9803110913234121,0.9487179484574637,0.9765770425290929,0.011178579
79,0.18296852582140175,0.9743589743589743,1.0,1.0,0.9638472849339107,0.9803110913234121,0.9487179484574637,0.9765770425290929,0.011387023
80,0.18186970235875558,0.9743589743589743,1.0,1.0,0.9638472849339107,0.9803110913234121,0.9487179484574637,0.9765770425290929,0.011925021
81,0.17848710870487552,0.9743589743589743,1.0,1.0,0.9638472849339107,0.9803110913234121,0.9487179484574637,0.9765770425290929,0.012295481
82,0.177710096320556,0.9743589743589743,1.0,1.0,0.9638472849339107,0.9803110913234121,0.9487179484574637,0.9765770425290929,0.012768107
83,0.1767859819106659,0.9743589743589743,1.0,1.0,0.9638472849339107,0.9803110913234121,0.9487179484574637,0.9765770425290929,0.012897363
84,0.1752426655669587,0.9743589743589743,1.0,1.0,0.9638472849339107,0.9803110913234121,0.9487179484574637,0.9765770425290929,0.01298555
85,0.17372997889994,0.9743589743589743,1.0,1.0,0.9638472849339107,0.9803110913234121,0.9487179484574637,0.9765770425290929,0.013114105
86,0.17211328093062642,0.9743589743589743,1.0,1.0,0.9638472849339107,0.9803110913234121,0.9487179484574637,0.9765770425290929,0.013137542
87,0.1700265823052149,0.9743589743589743,1.0,1.0,0.9638472849339107,0.9803110913234121,0.9487179484574637,0.9765770425290929,0.013498454
88,0.16977861011014933,0.9743589743589743,1.0,1.0,0.9638472849339107,0.9803110913234121,0.9487179484574637,0.9765770425290929,0.013931413
89,0.150225027530153,0.9743589743589743,1.0,1.0,0.9638472849339107,0.9803110913234121,0.9487179484574637,0.9765770425290929,0.014456353
90,0.14969519042221185,0.9743589743589743,1.0,1.0,0.9638472849339107,0.9803110913234121,0.9487179484574637,0.9765770425290929,0.014525796
91,0.1481698860812828,0.9743589743589743,1.0,1.0,0.9638472849339107,0.9803110913234121,0.9487179484574637,0.9765770425290929,0.015502067
92,0.14721164545329316,0.9743589743589743,1.0,1.0,0.9638472849339107,0.9803110913234121,0.9487179484574637,0.9765770425290929,0.01565362
93,0.14601802790190943,0.9743589743589743,1.0,1.0,0.9638472849339107,0.9803110913234121,0.9487179484574637,0.9765770425290929,0.016178648
94,0.14410726691966178,0.9743589743589743,1.0,1.0,0.9638472849339107,0.9803110913234121,0.9487179484574637,0.9765770425290929,0.019621909
95,0.14410726691966178,0.9743589743589743,1.0,1.0,0.9504181253376917,0.9328043070213992,0.9487179484574637,0.9765770425290929,0.02
96,0.1437988852063543,0.9743589743589743,1.0,1.0,0.9504181253376917,0.9328043070213992,0.9487179484574637,0.9765770425290929,0.020661015
97,0.14274610696480083,0.9743589743589743,1.0,1.0,0.9504181253376917,0.9328043070213992,0.9487179484574637,0.9765770425290929,0.021295808
98,0.14214358473328592,0.9743589743589743,1.0,1.0,0.9504181253376917,0.9328043070213992,0.9487179484574637,0.9765770425290929,0.022132401
99,0.14136326036011435,0.9743589743589743,1.0,1.0,0.9504181253376917,0.9328043070213992,0.9487179484574637,0.9765770425290929,0.022829554
100,0.14136326036011435,0.9552120014649784,1.0,1.0,0.9504181253376917,0.9328043070213992,0.9487179484574637,0.9765770425290929,0.023229316
101,0.13963382628100415,0.9552120014649784,1.0,1.0,0.9504181253376917,0.9328043070213992,0.9487179484574637,0.9765770425290929,0.023553673
102,0.1393414410778433,0.9552120014649784,1.0,1.0,0.9504181253376917,0.9328043070213992,0.9487179484574637,0.9765770425290929,0.024049148
103,0.13830292220019894,0.9552120014649784,1.0,1.0,0.9504181253376917,0.9328043070213992,0.9487179484574637,0.9765770425290929,0.024256799
104,0.1378590039838406,0.9552120014649784,1.0,1.0,0.9504181253376917,0.9328043070213992,0.9487179484574637,0.9765770425290929,0.024671019
105,0.13745453141256403,0.9552120014649784,1.0,1.0,0.9504181253376917,0.9328043070213992,0.9487179484574637,0.9765770425290929,0.025993028
106,0.1366717363043966,0.9552120014649784,1.0,1.0,0.9504181253376917,0.9328043070213992,0.9487179484574637,0.9765770425290929,0.027273689
107,0.13601695867977673,0.9552120014649784,1.0,1.0,0.9504181253376917,0.9328043070213992,0.9487179484574637,0.9765770425290929,0.027445968
108,0.13492409961127527,0.9552120014649784,1.0,1.0,0.9504181253376917,0.9328043070213992,0.9487179484574637,0.9765770425290929,0.027534088
109,0.13292763323163223,0.9552120014649784,1.0,1.0,0.9504181253376917,0.9328043070213992,0.9487179484574637,0.9765770425290929,0.028687556
110,0.13036109584957736,0.9552120014649784,1.0,1.0,0.9504181253376917,0.9328043070213992,0.9487179484574637,0.9765770425290929,0.028855877
111,0.12954333181585734,0.9552120014649784,1.0,1.0,0.9504181253376917,0.9328043070213992,0.9487179484574637,0.9765770425290929,0.029224493
112,0.1291376896730447,0.9552120014649784,1.0,1.0,0.9504181253376917,0.9328043070213992,0.9487179484574637,0.9765770425290929,0.029399152
113,0.1291376896730447,0.9552120014649784,0.9835545420796665,1.0,0.9379892258691186,0.9327365339360418,0.9487179484574637,0.9765770425290929,0.03
114,0.1273185501938488,0.9552120014649784,0.9835545420796665,1.0,0.9379892258691186,0.9327365339360418,0.9487179484574637,0.9765770425290929,0.030400325
115,0.12667380252113336,0.9552120014649784,0.9835545420796665,1.0,0.9379892258691186,0.9327365339360418,0.9487179484574637,0.9765770425290929,0.031560881
116,0.1249499973538964,0.9552120014649784,0.9835545420796665,1.0,0.9379892258691186,0.9327365339360418,0.9487179484574637,0.9765770425290929,0.032849271
117,0.12475225712310951,0.9552120014649784,0.9835545420796665,1.0,0.9379892258691186,0.9327365339360418,0.9487179484574637,0.9765770425290929,0.036901383
118,0.12339498292506453,0.9552120014649784,0.9835545420796665,1.0,0.9379892258691186,0.9327365339360418,0.9487179484574637,0.9765770425290929,0.039512381
119,0.12339498292506453,0.9552120014649784,0.9835545420796665,1.0,0.9078687861957525,0.9210816288097251,0.9487179484574637,0.9765770425290929,0.04
120,0.12324889362801883,0.9552120014649784,0.9835545420796665,1.0,0.9078687861957525,0.9210816288097251,0.9487179484574637,0.9765770425290929,0.041492033
121,0.12324889362801883,0.9295709758239528,0.9835545420796665,1.0,0.9078687861957525,0.9210816288097251,0.9487179484574637,0.9765770425290929,0.04170634
122,0.12236452073703884,0.9295709758239528,0.9835545420796665,1.0,0.9078687861957525,0.9210816288097251,0.9487179484574637,0.9765770425290929,0.042344673
123,0.12181986244935594,0.9295709758239528,0.9835545420796665,1.0,0.9078687861957525,0.9210816288097251,0.9487179484574637,0.9765770425290929,0.043227757
124,0.12137711167328398,0.9295709758239528,0.9835545420796665,1.0,0.9078687861957525,0.9210816288097251,0.9487179484574637,0.9765770425290929,0.045410146
125,0.12086015842000918,0.9295709758239528,0.9835545420796665,1.0,0.9078687861957525,0.9210816288097251,0.9487179484574637,0.9765770425290929,0.045518318
126,0.12086015842000918,0.9275424631171648,0.9835545420796665,1.0,0.9078687861957525,0.9210816288097251,0.9487179484574637,0.9765770425290929,0.045976652
127,0.12070423655995673,0.9275424631171648,0.9835545420796665,1.0,0.9078687861957525,0.9210816288097251,0.9487179484574637,0.9765770425290929,0.045991905
128,0.12015538738894428,0.9275424631171648,0.9835545420796665,1.0,0.9078687861957525,0.9210816288097251,0.9487179484574637,0.9765770425290929,0.046462106
129,0.12015538738894428,0.9275424631171648,0.9437795431466091,1.0,0.8865988062734507,0.88355909523548,0.9487179484574637,0.9765770425290929,0.05
130,0.11901336978484044,0.9275424631171648,0.9437795431466091,1.0,0.8865988062734507,0.88355909523548,0.9487179484574637,0.9765770425290929,0.051066705
131,0.11860252202715788,0.9275424631171648,0.9437795431466091,1.0,0.8865988062734507,0.88355909523548,0.9487179484574637,0.9765770425290929,0.051885035
132,0.11851459011529566,0.9275424631171648,0.9437795431466091,1.0,0.8865988062734507,0.88355909523548,0.9487179484574637,0.9765770425290929,0.052114476
133,0.11768815486628892,0.9275424631171648,0.9437795431466091,1.0,0.8865988062734507,0.88355909523548,0.9487179484574637,0.9765770425290929,0.054730516
134,0.11601167659335218,0.9275424631171648,0.9437795431466091,1.0,0.8865988062734507,0.88355909523548,0.9487179484574637,0.9765770425290929,0.055347251
135,0.11545078382523566,0.9275424631171648,0.9437795431466091,1.0,0.8865988062734507,0.88355909523548,0.9487179484574637,0.9765770425290929,0.056355128
136,0.11545078382523566,0.9275424631171648,0.9435259301171584,1.0,0.8833321521346722,0.8732876441972443,0.9487179484574637,0.9765770425290929,0.06
137,0.1151212417898103,0.9275424631171648,0.9435259301171584,1.0,0.8833321521346722,0.8732876441972443,0.9487179484574637,0.9765770425290929,0.060471903
138,0.11482219673701874,0.9275424631171648,0.9435259301171584,1.0,0.8833321521346722,0.8732876441972443,0.9487179484574637,0.9765770425290929,0.062313015
139,0.11409941329735365,0.9275424631171648,0.9435259301171584,1.0,0.8833321521346722,0.8732876441972443,0.9487179484574637,0.9765770425290929,0.066465332
140,0.11392802750299388,0.9275424631171648,0.9435259301171584,1.0,0.8833321521346722,0.8732876441972443,0.9487179484574637,0.9765770425290929,0.068989398
141,0.11392802750299388,0.9275424631171648,0.9435259301171584,1.0,0.8719028095926503,0.8568239966475317,0.9487179484574637,0.9765770425290929,0.07
142,0.11237494911929446,0.9275424631171648,0.9435259301171584,1.0,0.8719028095926503,0.8568239966475317,0.9487179484574637,0.9765770425290929,0.073856769
143,0.10959086777674895,0.9275424631171648,0.9435259301171584,1.0,0.8719028095926503,0.8568239966475317,0.9487179484574637,0.9765770425290929,0.074761674
144,0.10943038270941699,0.9275424631171648,0.9435259301171584,1.0,0.8719028095926503,0.8568239966475317,0.9487179484574637,0.9765770425290929,0.075201074
145,0.1090803877474691,0.9275424631171648,0.9435259301171584,1.0,0.8719028095926503,0.8568239966475317,0.9487179484574637,0.9765770425290929,0.076436942
146,0.10851024866154813,0.9275424631171648,0.9435259301171584,1.0,0.8719028095926503,0.8568239966475317,0.9487179484574637,0.9765770425290929,0.079840346
147,0.10851024866154813,0.9275424631171648,0.9435259301171584,1.0,0.8445959279390208,0.8450964677402208,0.9487179484574637,0.9765770425290929,0.08
148,0.10764789583921967,0.9275424631171648,0.9435259301171584,1.0,0.8445959279390208,0.8450964677402208,0.9487179484574637,0.9765770425290929,0.084362286
149,0.1074183267268238,0.9275424631171648,0.9435259301171584,1.0,0.8445959279390208,0.8450964677402208,0.9487179484574637,0.9765770425290929,0.087432612
150,0.1074183267268238,0.9275424631171648,0.936985908847865,1.0,0.8421176355496164,0.843351025722609,0.9487179484574637,0.9765770425290929,0.09
151,0.1074183267268238,0.924482694192163,0.936985908847865,1.0,0.8421176355496164,0.843351025722609,0.9487179484574637,0.9765770425290929,0.091327073
152,0.10629545260619785,0.924482694192163,0.936985908847865,1.0,0.8421176355496164,0.843351025722609,0.9487179484574637,0.9765770425290929,0.091989823
153,0.10410432874770315,0.924482694192163,0.936985908847865,1.0,0.8421176355496164,0.843351025722609,0.9487179484574637,0.9765770425290929,0.097431295
154,0.10144900804412933,0.924482694192163,0.936985908847865,1.0,0.8421176355496164,0.843351025722609,0.9487179484574637,0.9765770425290929,0.097639651
155,0.10144900804412933,0.924482694192163,0.936985908847865,1.0,0.8420928176056075,0.8322065286425921,0.9487179484574637,0.9765770425290929,0.1
156,0.10092694267398088,0.924482694192163,0.936985908847865,1.0,0.8420928176056075,0.8322065286425921,0.9487179484574637,0.9765770425290929,0.102475076
157,0.10004153065559418,0.924482694192163,0.936985908847865,1.0,0.8420928176056075,0.8322065286425921,0.9487179484574637,0.9765770425290929,0.104310215
158,0.10004153065559418,0.924482694192163,0.936985908847865,1.0,0.8416598320187094,0.8322065286425921,0.9487179484574637,0.9765770425290929,0.11
159,0.09851449433000219,0.924482694192163,0.936985908847865,1.0,0.8416598320187094,0.8322065286425921,0.9487179484574637,0.9765770425290929,0.113226038
160,0.09828958066410116,0.924482694192163,0.936985908847865,1.0,0.8416598320187094,0.8322065286425921,0.9487179484574637,0.9765770425290929,0.114300737
161,0.0981334799130987,0.924482694192163,0.936985908847865,1.0,0.8416598320187094,0.8322065286425921,0.9487179484574637,0.9765770425290929,0.115952741
162,0.0981334799130987,0.924482694192163,0.933660551742926,1.0,0.8416598320187094,0.831914015641328,0.9487179484574637,0.9765770425290929,0.12
163,0.09748664642044408,0.924482694192163,0.933660551742926,1.0,0.8416598320187094,0.831914015641328,0.9487179484574637,0.9765770425290929,0.123080465
164,0.09683574376245543,0.924482694192163,0.933660551742926,1.0,0.8416598320187094,0.831914015641328,0.9487179484574637,0.9765770425290929,0.12337352
165,0.09621211201590783,0.924482694192163,0.933660551742926,1.0,0.8416598320187094,0.831914015641328,0.9487179484574637,0.9765770425290929,0.128688049
166,0.09621211201590783,0.924482694192163,0.933660551742926,1.0,0.8166527203528674,0.8176156788806069,0.9487179484574637,0.9765770425290929,0.13
167,0.09479337063997889,0.924482694192163,0.933660551742926,1.0,0.8166527203528674,0.8176156788806069,0.9487179484574637,0.9765770425290929,0.130596923
168,0.09419077324872029,0.924482694192163,0.933660551742926,1.0,0.8166527203528674,0.8176156788806069,0.9487179484574637,0.9765770425290929,0.139007492
169,0.09419077324872029,0.924482694192163,0.933660551742926,1.0,0.8166527203528674,0.8160809568420849,0.9487179484574637,0.9765770425290929,0.14
170,0.09252597024374368,0.924482694192163,0.933660551742926,1.0,0.8166527203528674,0.8160809568420849,0.9487179484574637,0.9765770425290929,0.140786181
171,0.09252597024374368,0.924482694192163,0.933660551742926,1.0,0.8166527203528674,0.8005001252025932,0.9487179484574637,0.9765770425290929,0.15
172,0.09126023192338566,0.924482694192163,0.933660551742926,1.0,0.8166527203528674,0.8005001252025932,0.9487179484574637,0.9765770425290929,0.15448609
173,0.09080012583360382,0.924482694192163,0.933660551742926,1.0,0.8166527203528674,0.8005001252025932,0.9487179484574637,0.9765770425290929,0.157721721
174,0.09012534044816625,0.924482694192163,0.933660551742926,1.0,0.8166527203528674,0.8005001252025932,0.9487179484574637,0.9765770425290929,0.15924348
175,0.09012534044816625,0.924482694192163,0.933660551742926,1.0,0.8148115665621847,0.8005001252025932,0.9487179484574637,0.9765770425290929,0.16
176,0.09012534044816625,0.924482694192163,0.9222031964207633,1.0,0.7952099387390913,0.7916852369047336,0.9487179484574637,0.9765770425290929,0.17
177,0.08958092997575723,0.924482694192163,0.9222031964207633,1.0,0.7952099387390913,0.7916852369047336,0.9487179484574637,0.9765770425290929,0.171308833
178,0.08841602439383192,0.924482694192163,0.9222031964207633,1.0,0.7952099387390913,0.7916852369047336,0.9487179484574637,0.9765770425290929,0.175836881
179,0.08841602439383192,0.924482694192163,0.9222031964207633,1.0,0.7952099387390913,0.7820033532977859,0.9487179484574637,0.9765770425290929,0.18
180,0.08841602439383192,0.9238952539884576,0.9222031964207633,1.0,0.7952099387390913,0.7820033532977859,0.9487179484574637,0.9765770425290929,0.180523264
181,0.08645315596903892,0.9238952539884576,0.9222031964207633,1.0,0.7952099387390913,0.7820033532977859,0.9487179484574637,0.9765770425290929,0.182560593
182,0.08645315596903892,0.9238952539884576,0.9222031964207633,1.0,0.7952099387390913,0.7812101837595009,0.9487179484574637,0.9765770425290929,0.19
