berlin52-10.4,0,False,2023460
berlin52-10.4,1,False,3022124
berlin52-10.4,10,False,2023782
berlin52-10.4,11,False,2023018
berlin52-10.4,12,False,2023360
berlin52-10.4,13,False,2021544
berlin52-10.4,14,False,2022059
berlin52-10.4,15,False,1024908
berlin52-10.4,16,False,3019813
berlin52-10.4,17,False,2022784
berlin52-10.4,18,False,2021954
berlin52-10.4,19,False,2022823
berlin52-10.4,2,False,2021723
berlin52-10.4,20,False,1025521
berlin52-10.4,21,False,2022198
berlin52-10.4,22,False,3018641
berlin52-10.4,23,False,2023045
berlin52-10.4,24,False,2022979
berlin52-10.4,25,False,2020933
berlin52-10.4,26,False,1024380
berlin52-10.4,27,False,1024847
berlin52-10.4,28,False,1024381
berlin52-10.4,29,False,2022605
berlin52-10.4,3,False,2021747
berlin52-10.4,30,False,3021594
berlin52-10.4,31,False,2023768
berlin52-10.4,32,False,2022028
berlin52-10.4,33,False,2021288
berlin52-10.4,34,False,2022567
berlin52-10.4,35,False,2022575
berlin52-10.4,36,False,2020777
berlin52-10.4,37,False,2022617
berlin52-10.4,38,False,2023398
berlin52-10.4,39,False,2024025
berlin52-10.4,4,False,2021246
berlin52-10.4,40,False,2022938
berlin52-10.4,41,False,2022633
berlin52-10.4,42,False,1024367
berlin52-10.4,43,False,2022457
berlin52-10.4,44,False,2022962
berlin52-10.4,45,False,2023879
berlin52-10.4,46,False,2024155
berlin52-10.4,47,False,2022133
berlin52-10.4,48,False,2020437
berlin52-10.4,49,False,2022060
berlin52-10.4,5,False,2022622
berlin52-10.4,6,False,2022688
berlin52-10.4,7,False,2023193
berlin52-10.4,8,False,3019884
berlin52-10.4,9,False,2022863
berlin52-13.2,0,True,18371
berlin52-13.2,1,False,1019313
berlin52-13.2,10,False,1018832
berlin52-13.2,11,True,18184
berlin52-13.2,12,True,18290
berlin52-13.2,13,True,21284
berlin52-13.2,14,True,18315
berlin52-13.2,15,False,1018370
berlin52-13.2,16,True,19119
berlin52-13.2,17,True,18122
berlin52-13.2,18,True,20672
berlin52-13.2,19,True,20188
berlin52-13.2,2,True,19253
berlin52-13.2,20,True,20694
berlin52-13.2,21,True,17844
berlin52-13.2,22,True,18249
berlin52-13.2,23,True,19366
berlin52-13.2,24,True,21474
berlin52-13.2,25,True,22546
berlin52-13.2,26,True,20896
berlin52-13.2,27,True,19326
berlin52-13.2,28,True,20387
berlin52-13.2,29,False,1018478
berlin52-13.2,3,True,19594
berlin52-13.2,30,True,21284
berlin52-13.2,31,True,20179
berlin52-13.2,32,True,20506
berlin52-13.2,33,True,20169
berlin52-13.2,34,True,18951
berlin52-13.2,35,True,17343
berlin52-13.2,36,True,20343
berlin52-13.2,37,True,21202
berlin52-13.2,38,True,20207
berlin52-13.2,39,True,18337
berlin52-13.2,4,True,17977
berlin52-13.2,40,True,20809
berlin52-13.2,41,False,1018605
berlin52-13.2,42,True,20064
berlin52-13.2,43,True,20730
berlin52-13.2,44,True,17124
berlin52-13.2,45,True,19134
berlin52-13.2,46,True,20698
berlin52-13.2,47,True,20092
berlin52-13.2,48,True,19523
berlin52-13.2,49,True,20044
berlin52-13.2,5,True,20644
berlin52-13.2,6,True,20978
berlin52-13.2,7,True,20673
berlin52-13.2,8,True,19557
berlin52-13.2,9,True,17593
burma14-3.1,0,True,52
burma14-3.1,1,True,52
burma14-3.1,10,True,52
burma14-3.1,11,True,52
burma14-3.1,12,True,52
burma14-3.1,13,True,52
burma14-3.1,14,True,52
burma14-3.1,15,True,52
burma14-3.1,16,True,52
burma14-3.1,17,True,52
burma14-3.1,18,True,52
burma14-3.1,19,True,52
burma14-3.1,2,True,52
burma14-3.1,20,True,52
burma14-3.1,21,True,52
burma14-3.1,22,True,52
burma14-3.1,23,True,52
burma14-3.1,24,True,52
burma14-3.1,25,True,52
burma14-3.1,26,True,52
burma14-3.1,27,True,52
burma14-3.1,28,True,52
burma14-3.1,29,True,52
burma14-3.1,3,True,52
burma14-3.1,30,True,52
burma14-3.1,31,True,52
burma14-3.1,32,True,52
burma14-3.1,33,True,52
burma14-3.1,34,True,52
