,instance,alg,nodes,first_primal,ttfs,first_primal_gap,primal,dual,time,mem,primal_integral,expanded/fails/iters,generated/branches/nodes,primal_intergal,best_primal,primal_gap
40,random-10-2.50-0,DIDP-ADD,0,0,0,0,0,0,0,0,0,0,0,-1,,
39,random-10-1.30-0,DIDP-ADD,0,0,0,0,0,0,0,0,0,0,0,-1,,
38,random-10-0.00-0,DIDP-ADD,0,0,0,0,0,0,0,0,0,0,0,-1,,
37,random-40-9.60-0,DIDP-ADD,0,0,0,0,0,0,0,0,0,0,0,-1,,
36,random-90-13.00-0,DIDP-ADD,0,0,0,0,0,0,0,0,0,0,0,-1,,
35,random-200-8.00-0,DIDP-ADD,0,0,0,0,0,0,0,0,0,0,0,-1,,
34,random-60-11.60-0,DIDP-ADD,0,0,0,0,0,0,0,0,0,0,0,-1,,
33,random-70-10.00-0,DIDP-ADD,0,0,0,0,0,0,0,0,0,0,0,-1,,
32,random-80-10.00-0,DIDP-ADD,0,0,0,0,0,0,0,0,0,0,0,-1,,
31,random-70-13.12-0,DIDP-ADD,0,0,0,0,0,0,0,0,0,0,0,-1,,
118,random-200-32.00-0,DIDP-DEL,0,0,0,0,0,734.9467124322586,1802.63645075,0,0,23812059,103528064,-1,,
119,random-200-47.12-0,DIDP-DEL,0,0,0,0,0,750.4664481074481,1802.413062919,0,0,24118355,106661696,-1,,
